Id;Name;Country;Stadium;Coach;National;NameJapanese;NameSpanish;NameLatamSpanish;NameEnglish;NameUSEnglish;NameItalian;NamePortuguese;NameBrazilian;NameFrench;NameGerman;NameDutch;NameSwedish;NameRussian;NameGreek;NameTurkish;NameSimplifiedChinese;NameDatabase;NameEmpty1;NameEmpty2;NameEmpty3;NameEmpty4;ShortNameLicensed;ShortNameFake;Abbreviation;Commentary;StadiumFile;StadiumName;StadiumFileName;EmblemFile;EmblemFileName;Rival1;Rival2;Rival3;Banner1;Banner2;Banner3;Banner4;Kit1;Kit2;Kit3;Kit4;Kit5;Kit6;Kit7;Kit8;Kit9;Kit10;TeamColor1R;TeamColor1G;TeamColor1B;TeamColor2R;TeamColor2G;TeamColor2B;TurfPattern;SidelineColour;SeatColour;GoalStyle;NetPattern;GoalNettingDesign;GoalNettingColor1R;GoalNettingColor1G;GoalNettingColor1B;GoalNettingColor2R;GoalNettingColor2G;GoalNettingColor2B;Sponsor1;Sponsor2;Sponsor3;SponsorFile1;SponsorFile2;SponsorFile3;SponsorColorR;SponsorColorG;SponsorColorB;EditName;EditEmblem;EditStadium;EditStadiumName;EditStadiumFile;EditStadiumDetails;EditStadiumDetails2;EditRivals;EditBanners;EditTeamColors;EditCoach;EditSponsorFile;EditSponsorColors;EditSponsor;Edit1;Fake;LicencedPlayers;LicencedKits;LicencedCoach;LicencedCoach2;FeederTeam;ParentTeam;NonPlayableLeague;HasAnthem;AnthemStandingStyle;AnthemPlayersSinging;AnthemStandingAngle;Value1;Value2;Value3;Value4;Value5;Value6;Value7;ValueFF;Team2020_1;Team2020_2;Team2020_3;Team2020_4;Team2020_5;Team2020_6;Team2020_7;Team2020_8;Team2020_9;Team2020_10;Team2020_11;Country2020_1;Country2020_2;Country2020_3;Country2020_4;Country2020_5;Value2020_1;Value2020_2;Value2020_3;Value2020_4;Value2020_5;Value2020_6;Value2020_7;Value2020_8;Value2020_9;Value2020_10;Value2020_11;Value2020_12;Value2020_13;Value2020_14;Value2020_15;Value2020_16;Value2020_17
4915;PORDENONE;215;60;100851;False;ポルデノーネ;;;PORDENONE;;;;;;;;;;;;波德诺内;;;;;;POR;POR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;227;215;0;215;0;2000;536880912;-1;0;9;28772864;61080397;519;9;2;0;0;-1;0;0;0;0
4923;SPAL;215;45;100812;False;SPAL;;;SPAL;;;;;;;;;;;;斯帕尔;;;;;;SPA;FER;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;83;215;0;215;0;176233;1904244016;-1;0;7;29559365;21349191;713;9;1;0;0;-1;0;0;0;0
4928;COSENZA;215;19;102247;False;コゼンツァ;;;COSENZA;;;;;;;;;;;;科森扎;;;;;;COS;COS;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;224;215;152;215;228;2800;1677731600;-1;0;9;54725189;48399175;711;25;2;0;0;-1;0;0;0;0
4937;ST. GALLEN;238;20;101068;False;ザンクト ガレン;;;ST. GALLEN;;;;;;;;;;;;圣加伦;;;;;;SG;SGA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;4938;1706;0;4967;0;0;0;0;0;210;238;236;238;210;7557;536880912;-1;0;8;55670016;39847093;74;25;2;0;0;-1;0;0;0;0
4938;THUN RW;238;45;264427;False;トゥーン RW;;;THUN RW;;;;;;;;;;;;图恩 红白;;;;;;THU;THU;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;5449;1950;0;0;0;0;0;0;0;0;238;303;238;0;2480;10000;-1;0;8;3175680;73678948;138;9;1;0;0;-1;0;0;0;0
4941;BG PATHUM UNITED;36;60;101738;False;BG パトゥム ユナイテッド;;;BG PATHUM UNITED;;;;;;;;;;;;曼谷玻璃;;;;;;BGP;THY;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;5409;5395;5420;0;5394;0;0;0;0;0;32;36;146;36;13;1825;1224746768;-1;0;10;61180762;36406227;74;41;2;0;0;-1;0;0;0;0
4943;GUANGZHOU B;7;40;264359;False;広州 B;;;GUANGZHOU B;;;;;;;;;;;;广州 蓝;;;;;;GZC;GZB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;20715;50000;-1;0;6;4291840;73400420;129;9;2;0;0;-1;0;0;0;0
4962;LUZERN;238;45;102237;False;ルツェルン;;;LUZERN;;;;;;;;;;;;卢塞恩;;;;;;LUZ;LUZ;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;4938;0;5449;0;0;0;0;0;210;238;210;238;0;9700;-1753209072;-1;0;8;62944512;38046386;70;41;2;0;0;-1;0;0;0;0
4964;LAUSANNE SPORT;238;55;101537;False;ローザンヌ スポール;;;LAUSANNE SPORT;;;;;;;;;;;;洛桑体育;;;;;;LAU;LAU;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;208;238;208;238;0;13250;469772048;-1;0;9;147223876;35867169;67;21;1;0;0;-1;0;0;0;0
4965;LUGANO;238;19;102654;False;ルガーノ;;;LUGANO;;;;;;;;;;;;卢加诺;;;;;;LUG;LUG;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1957;120;323;0;4963;0;0;0;0;0;228;238;215;238;0;3150;1971332880;-1;0;9;63337738;42107823;390;41;2;0;0;-1;0;0;0;0
4971;THE OLD BOYS;204;60;266246;False;オールド ボーイズ;;;THE OLD BOYS;;;;;;;;;;;;老男孩;;;;;;TOB;TOB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;20;1;0;0;-1;0;0;0;0
4973;CHAMBLY NB;208;60;264373;False;シャンブリ NB;;;CHAMBLY NB;;;;;;;;;;;;尚布利 黑蓝;;;;;;CHB;CHB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;208;73;208;83;0;10000;-1;0;10;4277248;73400420;329;9;2;0;0;-1;0;0;0;0
4995;CENTRAL CÓRDOBA SDE;144;60;100454;False;セントラル コルドバ SDE;;;CENTRAL CÓRDOBA SDE;;;;;;;;;;;;中央科尔多瓦;;;;;;COR;SDE;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;2536;2717;0;0;0;0;0;0;0;147;144;148;144;152;385876868;10000;-1;0;9;4134522;35979745;655;5;1;0;0;-1;0;0;0;0
5028;FAMALICÃO;228;60;102787;False;ファマリソン;;;FAMALICÃO;;;;;;;;;;;;费马利卡奥;;;;;;FAM;VNF;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;208;191;172;0;0;0;0;0;0;0;146;228;146;228;236;1124073472;536880912;-1;0;8;56299029;12635437;777;41;2;0;0;-1;0;0;0;0
5046;TALLERES DE CÓRDOBA;144;45;1164;False;タジェレス デ コルドバ;;;TALLERES DE CÓRDOBA;;;;;;;;;;;;塔列雷斯;;;;;;TAL;COR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1927;1240;139;0;0;0;0;0;0;0;152;144;148;144;152;385887808;1241563984;-1;0;7;46995066;41992920;197;1;1;0;0;-1;0;0;0;0
5047;BRASIL DE PELOTAS;146;60;363305;False;ブラジウ デ ペロタス;;;BRASIL DE PELOTAS;;;;;;;;;;;;布拉希尔佩洛塔斯;;;;;;BRA;PEL;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;146;0;0;10000;-1;0;10;4741653;29589604;592;41;2;0;0;-1;0;0;0;0
5048;LONDRINA;146;60;364045;False;ロンドリナ;;;LONDRINA;;;;;;;;;;;;隆德里纳;;;;;;LON;LON;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;50;146;0;146;0;0;10000;-1;0;10;3955221;77644257;841;41;2;0;0;-1;0;0;0;0
5096;WYCOMBE B;204;45;264440;False;ウィカム B;;;WYCOMBE B;;;;;;;;;;;;韦康比 蓝;;;;;;WYW;WYC;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;204;232;204;0;0;10000;-1;0;9;4276873;73400420;392;5;1;0;0;-1;0;0;0;0
5099;PAU;208;45;363646;False;ポー;;;PAU;;;;;;;;;;;;波城;;;;;;PAU;PAU;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;44;208;83;208;0;0;696264464;-1;0;10;70665228;79823945;329;21;1;0;0;-1;0;0;0;0
5100;QUEVILLY ROUEN;208;45;362620;False;クヴィイー ルウェン;;;QUEVILLY ROUEN;;;;;;;;;;;;奎维利鲁昂;;;;;;QUR;LPQ;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;120;208;0;0;0;0;612368384;-1;0;0;53805056;92325061;0;20;1;0;0;-1;0;0;0;0
5115;VIZELA;228;45;102610;False;ヴィゼラ;;;VIZELA;;;;;;;;;;;;维薛拿;;;;;;VIZ;VIZ;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;146;228;0;0;0;0;536870912;-1;0;0;113377280;44255530;0;20;1;0;0;-1;0;0;0;0
5127;EXTREMADURA AR;236;45;264392;False;エストレマドゥラ AR;;;EXTREMADURA AR;;;;;;;;;;;;埃斯特雷马杜拉 红蓝;;;;;;EXT;EXT;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;236;0;236;0;3000;10000;-1;0;9;3162891;73678948;269;41;2;0;0;-1;0;0;0;0
5129;WORLD SELECTION;204;60;264388;False;世界選抜;;;WORLD SELECTION;;;;;;;;;;;;世界选拔;;;;;;WOS;WOS;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;20;5;0;0;-1;0;0;0;0
5137;JUVENTUDE;146;60;362629;False;ジュヴェントゥージ;;;JUVENTUDE;;;;;;;;;;;;青年人;;;;;;JUV;CXS;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;196;146;152;146;0;0;10000;-1;0;10;3824149;36061792;460;41;2;0;0;-1;0;0;0;0
5139;RIBEIRÃO PRETO BVP;146;55;264352;False;リベイロン プレト BVP;;;RIBEIRÃO PRETO BVP;;;;;;;;;;;;里贝朗普雷图 白红黑;;;;;;BSP;RPB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;2;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;146;0;0;10000;-1;0;10;4282901;73400420;530;41;2;0;0;-1;0;0;0;0
5140;CONFIANÇA;146;60;364048;False;コンフィアンサ;;;CONFIANÇA;;;;;;;;;;;;阿拉卡茹信心;;;;;;CON;ARA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;150;146;0;146;0;0;10000;-1;0;10;4282901;42189535;267;25;2;0;0;-1;0;0;0;0
5141;CSA;146;60;364426;False;CSA;;;CSA;;;;;;;;;;;;CSA;;;;;;CSA;AGS;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;146;150;146;144;0;10000;-1;0;9;3365397;46579812;1171;41;2;0;0;-1;0;0;0;0
5142;CUIABÁ;146;45;363264;False;クイアバ;;;CUIABÁ;;;;;;;;;;;;奎尔巴;;;;;;CUI;CUI;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;152;146;144;146;152;385875968;10000;-1;0;10;2644501;69648865;596;9;2;0;0;-1;0;0;0;0
5143;FORTALEZA;146;60;362940;False;フォルタレーザ;;;FORTALEZA;;;;;;;;;;;;福塔莱萨;;;;;;FOR;FOR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;1252;2453;0;0;0;0;0;0;0;148;146;148;146;144;2046826352;10000;-1;0;8;2889050;79987169;397;25;2;0;0;-1;0;0;0;0
5145;REMO;146;60;364553;False;レモ;;;REMO;;;;;;;;;;;;雷默;;;;;;CLR;BLA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;-1;0;0;2686976;80035940;0;20;1;0;0;-1;0;0;0;0
5168;CHONGQING RBW;7;55;264389;False;重慶 RBW;;;CHONGQING RBW;;;;;;;;;;;;重庆 红蓝白;;;;;;CQL;CQR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;146;7;0;48333;100000;-1;0;7;4291861;73400420;131;41;2;0;0;-1;0;0;0;0
5170;HEBEI RW;7;54;264431;False;河北 RW;;;HEBEI RW;;;;;;;;;;;;河北 红白;;;;;;HBF;HBR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;146;7;0;184596543;300000;-1;0;6;4291850;73400420;70;21;2;0;0;-1;0;0;0;0
5171;HENAN R;7;54;264353;False;河南 R;;;HENAN R;;;;;;;;;;;;河南 红;;;;;;HSL;HNR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;146;7;50;44100;100000;-1;0;7;4291840;73400420;65;41;2;0;0;-1;0;0;0;0
5173;SHANGHAI BWR;7;60;264372;False;上海 BWR;;;SHANGHAI BWR;;;;;;;;;;;;上海 蓝白红;;;;;;SHS;SHB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;4094;0;0;0;0;0;0;7;0;7;0;265600;300000;-1;0;5;4291840;73400420;201;21;1;0;0;-1;0;0;0;0
5174;TIANJIN BY;7;60;264503;False;天津 BY;;;TIANJIN BY;;;;;;;;;;;;天津 蓝黄;;;;;;TJH;TJY;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;5175;0;0;0;0;0;0;7;0;7;0;128583;300000;-1;0;5;3177749;73678948;2;37;1;0;0;-1;0;0;0;0
5175;TIANJIN B;7;60;264399;False;天津 B;;;TIANJIN B;;;;;;;;;;;;天津 蓝;;;;;;TJT;TJB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;5174;0;0;0;0;0;0;7;210;7;0;53520;100000;-1;0;6;4291861;73400420;130;25;2;0;0;-1;0;0;0;0
5183;QINGDAO BR;7;60;264386;False;青島 BR;;;QINGDAO BR;;;;;;;;;;;;青岛 蓝红;;;;;;QDF;QDB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;5173;0;0;0;0;0;0;0;0;7;0;7;0;184549376;10000;-1;0;9;4291861;73400420;327;9;2;0;0;-1;0;0;0;0
5184;SHENZHEN RW;7;54;264398;False;深圳 RW;;;SHENZHEN RW;;;;;;;;;;;;深圳 红白;;;;;;SZF;SZR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;130000;100000;-1;0;5;4291852;73400420;138;21;1;0;0;-1;0;0;0;0
5185;SHIJIAZHUANG BW;7;60;264435;False;石家荘 BW;;;SHIJIAZHUANG BW;;;;;;;;;;;;石家庄 蓝白;;;;;;CML;SJZ;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;4092;0;0;0;0;0;0;0;0;7;146;7;0;234920424;50000;-1;0;9;4291861;73400420;197;25;2;0;0;-1;0;0;0;0
5189;SLAVIA PRAHA;202;17;101160;False;スラヴィア プラハ;;;SLAVIA PRAHA;;;;;;;;;;;;布拉格斯拉维亚;;;;;;SLA;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;175;0;0;0;0;0;203;202;234;202;200;79900;671118640;-1;0;7;53440373;79938369;520;5;1;0;0;-1;0;0;0;0
